time/episodes,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/learning_rate,train/ent_coef,train/n_updates,train/ent_coef_loss,train/actor_loss,train/critic_loss
181,159.59,28551,329.46494558,9,3048,0.003,0.043803565204143524,569000,-0.8647444844245911,-207.04489135742188,2.9894003033638
182,159.74,28718,329.9797095800001,9,3065,0.003,0.04475002735853195,572340,-0.22431296110153198,-204.40283203125,2.812401568889618
183,159.86,28871,330.59029205999997,9,3082,0.003,0.04450557008385658,575400,-1.605737328529358,-204.58612060546875,3.1857409477233887
184,160.37,29030,331.7360774,9,3098,0.003,0.0464119091629982,578580,-0.03921285271644592,-205.6315155029297,3.7724317073822022
185,160.24,29125,331.53471617,9,3108,0.003,0.04448455572128296,580480,1.0910117626190186,-209.37051391601562,4.373595440387726
186,160.92,29289,333.30487967,9,3126,0.003,0.05159120261669159,583760,0.4510267972946167,-207.62448120117188,3.006393790245056
187,161.28,29449,334.41964017,9,3143,0.003,0.04859297722578049,586960,-2.633939743041992,-204.67092895507812,3.5664564311504363
188,160.91,29570,334.55878822000005,9,3156,0.003,0.04426462575793266,589380,-1.41124427318573,-203.6942596435547,3.4596633553504943
189,160.84,29743,333.99063488,9,3174,0.003,0.040206924080848694,592840,1.0512844324111938,-202.58676147460938,3.6633334934711455
190,160.65,29953,334.0773095100001,9,3197,0.003,0.04434538260102272,597040,-0.6379967927932739,-200.6823272705078,3.8037822365760805
191,160.74,30124,334.68435502,9,3215,0.003,0.045753154903650284,600460,-0.6220194101333618,-201.89125061035156,2.9157938957214355
192,160.88,30268,336.19134006,9,3230,0.003,0.04560746252536774,603340,1.1562020778656006,-200.44512939453125,3.770218551158905
193,160.84,30426,336.62644238999997,9,3246,0.003,0.04804950952529907,606500,1.9447369575500488,-199.803466796875,4.474573922157288
194,161.39,30596,337.83997241,9,3264,0.003,0.053325265645980835,609900,-0.7268809676170349,-203.13180541992188,4.330940616130829
195,161.72,30775,338.60019825,9,3283,0.003,0.051764387637376785,613480,-1.176870584487915,-199.31143188476562,3.8989766478538512
196,161.55,30917,338.85672501999994,9,3299,0.003,0.043017398566007614,616320,-0.3693608045578003,-198.30780029296875,2.419256663322449
197,162.18,31091,340.43997349999995,9,3318,0.003,0.0437697097659111,619800,0.40816330909729004,-194.33981323242188,2.512271320819855
198,162.8,31282,342.18771491000007,9,3338,0.003,0.041604772210121155,623620,1.448533535003662,-195.86082458496094,2.7462658047676087
199,162.83,31428,342.45865038999995,9,3353,0.003,0.04439888894557953,626540,-0.2988114356994629,-195.05479431152344,3.1231886744499207
200,162.9,31591,343.1283276700001,9,3371,0.003,0.044694457203149796,629800,0.08740955591201782,-199.82696533203125,4.10069550871849
201,163.13,31763,344.03294372,9,3389,0.003,0.04480351507663727,633240,0.02785670757293701,-198.773681640625,2.5382531881332397
202,162.99,31895,344.05693503000003,9,3403,0.003,0.04320131614804268,635880,-1.8452742099761963,-199.28443908691406,2.9909552454948427
203,162.94,32044,344.36352928,9,3418,0.003,0.041820310056209564,638860,-1.330559253692627,-195.86000061035156,4.587893187999725
204,163.18,32187,345.32365386999993,9,3433,0.003,0.038488347083330154,641720,0.044865429401397705,-194.22994995117188,2.7355219066143035
205,162.94,32317,345.39203198999996,9,3447,0.003,0.038784418255090714,644320,0.7556734681129456,-193.50942993164062,3.0265274941921234
206,163.1,32450,346.18208996,9,3461,0.003,0.040863554924726486,646980,-3.035679340362549,-195.2205810546875,3.05863596200943
207,163.72,32641,347.74297533,9,3482,0.003,0.03735171630978584,650800,-0.14548420906066895,-196.34674072265625,2.7685705065727233
208,163.82,32772,348.2441538400001,9,3496,0.003,0.038635265082120895,653420,1.4557245969772339,-196.4492950439453,2.7723213970661162
209,162.53,32913,349.96540023,9,3511,0.003,0.04308954253792763,656240,1.0416158437728882,-195.36717224121094,5.347673946619034
210,161.99,33055,349.58224617,9,3526,0.003,0.04481527581810951,659080,-0.9876912236213684,-191.98818969726562,3.7137677490711214
211,161.84,33190,349.48397301,9,3540,0.003,0.040418874472379684,661780,-0.23713380098342896,-194.82801818847656,3.220834565162659
212,162.2,33369,350.19195314999996,9,3559,0.003,0.04744650423526764,665360,0.8642895817756653,-193.6353302001953,4.203757035732269
213,162.47,33551,351.24578922,9,3578,0.003,0.0586220882833004,669000,-1.360351800918579,-193.89663696289062,4.463464438915253
214,163.15,33752,352.49226961999995,9,3599,0.003,0.05549231544137001,673020,-0.06064736843109131,-196.32101440429688,3.5851091623306273
215,163.07,33924,352.37073576999995,9,3618,0.003,0.05174427479505539,676460,-1.1116197109222412,-193.28680419921875,3.501543164253235
216,163.47,34102,353.4544611399999,9,3637,0.003,0.0464913584291935,680020,-1.8259168863296509,-191.91839599609375,3.9341482520103455
217,163.46,34263,354.0681283799999,9,3653,0.003,0.044011276215314865,683240,-0.36261942982673645,-187.06654357910156,3.088744878768921
218,163.97,34463,355.61260209,9,3675,0.003,0.04468456655740738,687240,0.6054613590240479,-182.7959442138672,3.3273290276527403
219,163.8,34647,356.2528741500001,9,3694,0.003,0.04077854007482529,690920,0.9736341834068298,-181.18911743164062,2.6448031425476075
220,163.82,34841,356.40345705000004,9,3714,0.003,0.042487554252147675,694800,0.45785748958587646,-183.62310791015625,2.518458527326584
221,163.74,35017,356.6811266000001,9,3733,0.003,0.042797915637493134,698320,-0.4436012804508209,-180.0557861328125,2.527956318855286
222,164.5,35224,358.28137298,9,3755,0.003,0.04389607906341553,702460,-0.8628543615341187,-182.88882446289062,2.4697422862052916
223,164.41,35395,358.58198641999996,9,3773,0.003,0.03880252689123154,705880,0.6629071831703186,-181.068603515625,2.2771839618682863
224,164.5,35555,359.34111040999994,9,3790,0.003,0.04033008590340614,709080,0.6904864311218262,-183.927734375,2.4030737042427064
225,164.3,35705,355.9483600499999,9,3806,0.003,0.04336468130350113,712080,-1.3120977878570557,-182.57472229003906,3.037378031015396
226,164.61,35875,356.6964011399999,9,3824,0.003,0.0454573929309845,715480,-1.2451300621032715,-185.26776123046875,2.8272278726100923
227,164.5,36039,356.59952522,9,3841,0.003,0.04465877264738083,718760,-0.6651962995529175,-180.24900817871094,3.1187221884727476
228,164.12,36189,355.9297005299999,9,3857,0.003,0.04330472648143768,721760,-2.4019455909729004,-184.39187622070312,3.4856297791004183
229,164.67,36395,357.22667455999994,9,3879,0.003,0.04516664892435074,725880,-2.972537040710449,-185.9029083251953,2.934810775518417
230,165.41,36608,357.7307063699999,9,3902,0.003,0.04449300095438957,730140,-1.0501248836517334,-181.13690185546875,2.586145740747452
231,165.86,36783,359.11677078,9,3921,0.003,0.047520678490400314,733640,-0.8304444551467896,-185.35324096679688,2.7391965210437776
232,166.07,36934,360.07959494999994,9,3937,0.003,0.04426884651184082,736660,0.1355750560760498,-183.09228515625,3.2091105401515962
233,166.06,37098,360.64436499,9,3954,0.003,0.047799188643693924,739940,-0.67588871717453,-185.11265563964844,3.0102398872375487
234,165.69,37239,360.4313971,9,3970,0.003,0.0434274859726429,742760,-0.46231356263160706,-184.3597869873047,2.751041293144226
235,165.7,37411,360.65216606999996,9,3988,0.003,0.04436784237623215,746200,3.5225844383239746,-177.01666259765625,3.1986613631248475
236,165.79,37564,360.86069428,9,4005,0.003,0.044797297567129135,749260,1.9766701459884644,-183.13612365722656,2.5949582695960998
237,165.54,37710,360.40719371000006,9,4020,0.003,0.0439130999147892,752180,0.6552939414978027,-184.15682983398438,2.5578915655612944
238,165.69,37852,360.88637582,9,4036,0.003,0.03950071707367897,755020,1.6086111068725586,-181.9193878173828,3.401704156398773
239,165.75,37992,361.24076465999997,9,4051,0.003,0.035194769501686096,757820,-0.11956170201301575,-179.06521606445312,2.350268322229385
240,165.86,38167,361.87360847,9,4069,0.003,0.038156937807798386,761320,-0.17184311151504517,-179.99081420898438,2.4473960638046264
241,166.61,38346,363.96064387999996,9,4089,0.003,0.03799450397491455,764900,-0.5004335641860962,-178.75350952148438,2.4870968401432036
242,166.72,38509,364.3495392699999,9,4106,0.003,0.0396883450448513,768160,-2.20953106880188,-178.90618896484375,2.4577638030052187
243,166.78,38674,364.5648869599999,9,4124,0.003,0.04017091542482376,771460,-1.4396295547485352,-180.80044555664062,2.7357050716876983
244,166.45,38844,364.54671564999995,9,4142,0.003,0.04700756445527077,774860,-0.11441075801849365,-181.99159240722656,2.6837562203407286
245,166.69,39016,365.15845171,9,4160,0.003,0.051035888493061066,778300,-0.5163776874542236,-178.89683532714844,2.9713174521923067
246,166.8,39185,365.5623937,9,4178,0.003,0.04621068388223648,781680,2.149179458618164,-179.150390625,2.57533882856369
247,166.58,39362,365.25783906000004,9,4197,0.003,0.04280168190598488,785220,-0.4964100122451782,-178.0303192138672,2.2194189727306366
248,166.8,39523,365.97639639,9,4215,0.003,0.035410795360803604,788440,-0.1835009753704071,-176.16128540039062,2.341675227880478
249,165.63,39685,364.1865045300001,9,4232,0.003,0.033424198627471924,791680,2.0933423042297363,-172.18948364257812,2.480781948566437
250,164.3,39836,362.78140593000006,9,4248,0.003,0.03455705568194389,794700,1.4488883018493652,-175.31214904785156,2.403665488958359
251,163.92,40002,362.58589121000006,9,4265,0.003,0.040585339069366455,798020,1.6127897500991821,-171.73220825195312,2.877198714017868
252,162.6,40067,358.47454566,9,4272,0.003,0.07303114980459213,799320,10.97099494934082,-185.06875610351562,9.875638365745544
253,161.16,40125,354.19923693,9,4278,0.003,0.10841445624828339,800480,1.4268091917037964,-195.63632202148438,8.587904500961304
254,161.14,40327,350.78775647,9,4300,0.003,0.09246635437011719,804520,-1.2224137783050537,-186.87753295898438,5.716566324234009
255,163.16,40705,352.55161153,9,4340,0.003,0.05926035717129707,812080,-0.5807693600654602,-179.6324005126953,3.5830115556716917
256,163.3,40905,352.7735464400001,9,4361,0.003,0.04694382846355438,816080,-1.753859519958496,-174.984130859375,3.824312824010849
257,163.64,41113,353.36650004,9,4384,0.003,0.04191896691918373,820240,0.6332591772079468,-172.0314483642578,2.8936700880527497
258,163.78,41301,353.6380043900001,9,4404,0.003,0.04324239119887352,824000,0.7589524984359741,-174.21463012695312,2.854803043603897
259,164.12,41499,354.2877063200001,9,4425,0.003,0.039886556565761566,827960,2.950300693511963,-169.6280517578125,2.8712877929210663
260,164.53,41694,354.9108092000001,9,4445,0.003,0.04323693737387657,831860,-0.3655898869037628,-179.46148681640625,3.067766064405441
261,164.96,41899,355.69266686000003,9,4467,0.003,0.04198684170842171,835960,-1.2896318435668945,-175.14212036132812,2.9210142731666564
262,165.01,42052,355.88695252,9,4484,0.003,0.04155473783612251,839020,0.8934261798858643,-172.5270233154297,2.6012188315391542
263,165.07,42245,355.9421791900001,9,4504,0.003,0.04462752118706703,842880,0.15242935717105865,-178.0389404296875,3.9478548049926756
264,165.54,42440,356.86863637000005,9,4525,0.003,0.04744954779744148,846780,4.22934103012085,-175.79513549804688,3.071554088592529
265,165.9,42610,357.59646262999996,9,4543,0.003,0.04539712145924568,850180,0.8082883358001709,-176.57843017578125,2.871459448337555
266,165.64,42766,357.31215111999995,9,4560,0.003,0.04432288929820061,853300,-0.8681795001029968,-175.02752685546875,3.328399181365967
267,166.1,42984,358.0063372900001,9,4583,0.003,0.04339831694960594,857660,1.4143887758255005,-176.25015258789062,2.91562215089798
268,166.38,43167,358.47228669000003,9,4602,0.003,0.04776105657219887,861320,1.2216968536376953,-178.53189086914062,2.661383259296417
269,166.46,43337,358.78828351000004,9,4619,0.003,0.04619294032454491,864720,-1.1158452033996582,-174.06918334960938,3.866942119598389
270,166.52,43506,358.8504163299999,9,4638,0.003,0.041770804673433304,868100,-0.05412246286869049,-174.02476501464844,3.1102640509605406
271,166.38,43672,358.47657526999996,9,4655,0.003,0.043592121452093124,871420,0.02172274887561798,-173.888427734375,2.8572625696659086
272,166.47,43832,358.49585142,9,4672,0.003,0.04066350311040878,874620,0.6787508726119995,-177.40896606445312,2.9002176403999327
273,166.62,43982,359.1465822900001,9,4688,0.003,0.04477250576019287,877620,1.5840940475463867,-178.41915893554688,2.58938729763031
274,166.83,44179,359.2929431300001,9,4708,0.003,0.0393906831741333,881560,1.826235294342041,-174.11949157714844,3.2741833329200745
275,166.9,44328,359.32451363000007,9,4724,0.003,0.03977386653423309,884540,-1.3217920064926147,-170.35708618164062,2.518156260251999
276,167.1,44497,359.67051092,9,4742,0.003,0.0408037044107914,887920,-0.9006050825119019,-170.5457305908203,2.4309585988521576
277,167.28,44639,360.2970931600001,9,4757,0.003,0.042083244770765305,890760,-0.8175799250602722,-167.8487548828125,3.1600629508495333
278,167.08,44787,359.8302003800001,9,4773,0.003,0.04432922974228859,893720,-1.0246202945709229,-168.53604125976562,2.567078787088394
279,167.06,44946,360.15429851,9,4790,0.003,0.043778423219919205,896900,0.5542518496513367,-166.95745849609375,3.024411642551422
280,166.38,45028,357.08781095000006,9,4799,0.003,0.0786910280585289,898540,4.421415328979492,-174.65126037597656,6.218563413619995
281,167.69,45320,356.86845907,9,4831,0.003,0.08059607446193695,904380,-0.210993230342865,-171.5620880126953,4.611888885498047
282,175.26,46244,362.46440624999997,9,4931,0.003,0.1271713227033615,922860,1.2242462635040283,-188.58802795410156,7.751693296432495
283,177.79,46650,365.92439149999996,9,4975,0.003,0.13637188076972961,930980,-0.02472779154777527,-167.46234130859375,8.173622965812683
284,181.35,47165,370.32743529,9,5029,0.003,0.1501356065273285,941280,0.49936020374298096,-177.37905883789062,10.927798795700074
285,188.59,47984,379.84441939000004,9,5117,0.003,0.10229209065437317,957660,0.27921199798583984,-148.82215881347656,6.947369909286499
286,189.1,48199,380.18135543000005,9,5139,0.003,0.09920442849397659,961960,-0.34829461574554443,-141.90093994140625,6.126003861427307
287,189.91,48440,381.11175793,9,5165,0.003,0.07540008425712585,966780,0.7707831263542175,-137.7593994140625,3.8466607570648192
288,190.67,48637,382.07072951999993,9,5185,0.003,0.05657646059989929,970720,-0.32771050930023193,-138.690185546875,2.9544295012950896
289,191.37,48880,383.5119674400001,9,5211,0.003,0.05376937985420227,975580,-1.7908105850219727,-142.11419677734375,3.2059534311294557
290,191.26,49079,383.20230023000005,9,5232,0.003,0.04769328609108925,979560,-1.155044436454773,-144.44850158691406,3.114092934131622
291,191.58,49282,383.58461717,9,5253,0.003,0.055961549282073975,983620,-0.5842490196228027,-150.60247802734375,2.8083069741725923
292,192.7,49538,385.07241804,9,5280,0.003,0.05071856081485748,988740,-0.20138674974441528,-148.01248168945312,2.736530029773712
293,193.52,49778,386.17827497999997,9,5305,0.003,0.053927406668663025,993540,-1.1130342483520508,-159.05831909179688,3.1967418909072878
294,193.87,49983,386.97692954999997,9,5326,0.003,0.05099501833319664,997640,-0.05957818031311035,-152.4125213623047,2.7136657297611237
295,193.91,50166,387.37702138000003,9,5346,0.003,0.0492267943918705,1001300,-1.6786503791809082,-159.264404296875,2.4987579584121704
296,194.89,50406,389.12031721999995,9,5371,0.003,0.046753764152526855,1006100,0.3298775553703308,-153.82772827148438,2.29344801902771
297,195.49,50640,389.98719073,9,5395,0.003,0.04331270977854729,1010780,1.9873920679092407,-159.41259765625,2.4129211843013763
298,195.53,50835,390.07249194,9,5416,0.003,0.04257535934448242,1014680,2.367271661758423,-157.028564453125,2.310978817939758
299,195.95,51023,391.2589523000001,9,5435,0.003,0.044615425169467926,1018440,-0.8554879426956177,-157.8218994140625,2.5291232049465178
300,196.29,51220,391.84116978000003,9,5456,0.003,0.04644826054573059,1022380,-0.7634990215301514,-157.6593017578125,2.2544389009475707
301,196.7,51433,392.4963956,9,5479,0.003,0.04224511608481407,1026640,-0.6078064441680908,-155.973388671875,2.1971887350082397
302,197.2,51615,393.78168462,9,5498,0.003,0.04030508175492287,1030280,1.4883283376693726,-161.37884521484375,1.9330599069595338
303,197.78,51822,394.96402884,9,5520,0.003,0.03857732191681862,1034420,-0.6733026504516602,-158.75762939453125,2.211689203977585
304,198.44,52031,396.1255057200001,9,5542,0.003,0.039627231657505035,1038600,0.924101710319519,-157.88970947265625,2.8933026671409605
305,198.84,52201,397.35748619000003,9,5560,0.003,0.04074620082974434,1042000,0.1968369483947754,-160.06430053710938,2.7095121085643767
306,199.29,52379,398.56771102,9,5578,0.003,0.04529905691742897,1045560,-0.06108522415161133,-159.86602783203125,2.7961952149868012
307,199.33,52574,398.84620893000005,9,5599,0.003,0.056310221552848816,1049460,0.5273000001907349,-157.48382568359375,3.6706881642341616
308,205.49,53321,405.71402895000006,9,5679,0.003,0.03925543278455734,1064400,-0.9006320834159851,-161.03976440429688,2.0963397681713105
309,206.22,53535,407.1475837300001,9,5702,0.003,0.04204593598842621,1068680,-0.6537941098213196,-159.2476348876953,2.017470669746399
310,206.65,53720,407.99745356000017,9,5722,0.003,0.037889011204242706,1072380,-1.582414150238037,-160.28997802734375,2.2663281738758085
311,206.78,53868,408.45465048000005,9,5737,0.003,0.0397370308637619,1075340,0.5336247682571411,-164.24012756347656,2.308350849151611
312,206.66,54035,408.6258991,9,5756,0.003,0.041923943907022476,1078680,-1.238324522972107,-165.4065399169922,2.33563352227211
313,206.93,54244,408.93638366000005,9,5778,0.003,0.042044635862112045,1082860,-1.0419402122497559,-165.62127685546875,2.292408436536789
314,206.64,54416,408.79938934,9,5796,0.003,0.04282182827591896,1086300,-1.9738729000091553,-163.89010620117188,2.889040243625641
315,206.98,54622,409.88266991000006,9,5818,0.003,0.04389731213450432,1090420,-0.8334091305732727,-160.93783569335938,2.074645680189133
316,206.77,54779,409.91605038,9,5835,0.003,0.04089987277984619,1093560,0.6014958024024963,-156.6235809326172,2.0357449531555174
317,206.72,54935,409.99106021999995,9,5852,0.003,0.03893091902136803,1096680,-0.048022568225860596,-163.13656616210938,1.9451007485389709
318,206.6,55123,409.9102570300001,9,5873,0.003,0.037531062960624695,1100440,-1.7700905799865723,-162.81204223632812,2.233031541109085
319,206.57,55304,409.95821460999997,9,5893,0.003,0.040535859763622284,1104060,1.1037907600402832,-160.17919921875,2.3026668310165403
320,206.63,55504,410.6193984100001,9,5914,0.003,0.04071522131562233,1108060,-2.94115948677063,-163.3712158203125,2.272890591621399
321,206.66,55683,410.74368286,9,5933,0.003,0.03837600722908974,1111640,1.4723519086837769,-167.84100341796875,2.834019696712494
322,206.72,55896,411.17685113000005,9,5956,0.003,0.04105466231703758,1115900,-0.843279242515564,-163.8954315185547,2.0510968804359435
323,207.1,56105,412.04061792,9,5979,0.003,0.041600339114665985,1120080,-2.2294678688049316,-172.66574096679688,2.4084056854248046
324,207.42,56297,412.54665495,9,6000,0.003,0.04007270559668541,1123920,-2.0728650093078613,-169.7344970703125,2.747362548112869
325,207.67,56472,416.24244865000003,9,6019,0.003,0.04005943611264229,1127420,-1.3957380056381226,-170.34579467773438,2.1384958624839783
326,207.82,56657,416.45385754999995,9,6038,0.003,0.042664799839258194,1131120,-2.016408681869507,-166.74395751953125,2.493379920721054
327,207.96,56835,417.08798918,9,6057,0.003,0.04126222804188728,1134680,-0.2857924699783325,-167.80667114257812,2.3751844823360444
328,208.33,57022,417.80711401,9,6077,0.003,0.03689582645893097,1138420,-0.8159397840499878,-168.3135528564453,2.864202880859375
329,207.93,57188,417.46801027000004,9,6095,0.003,0.037624552845954895,1141740,1.081403136253357,-169.96812438964844,2.270797348022461
330,207.5,57358,418.01443769,9,6113,0.003,0.039850302040576935,1145140,1.736878514289856,-166.59210205078125,2.4234859943389893
331,207.38,57521,417.98324402000003,9,6130,0.003,0.03702046722173691,1148400,0.018258631229400635,-167.16018676757812,2.099534183740616
332,207.43,57677,418.04835873000013,9,6147,0.003,0.03968391567468643,1151520,-2.3483777046203613,-166.59149169921875,2.7344605803489683
333,207.59,57857,418.12392492000004,9,6166,0.003,0.040914036333560944,1155120,0.3669518828392029,-167.62216186523438,2.3786041855812075
334,207.85,58024,418.76111406,9,6184,0.003,0.038869522511959076,1158460,0.8248591423034668,-165.39108276367188,2.112111324071884
335,208.24,58235,419.1851928100001,9,6207,0.003,0.039155855774879456,1162680,0.3257710933685303,-162.91563415527344,2.1059549868106844
336,208.25,58389,419.37136465,9,6223,0.003,0.037598371505737305,1165760,-0.18476498126983643,-165.7681884765625,1.8573054254055024
337,208.44,58554,419.88414886,9,6240,0.003,0.03536795824766159,1169060,-0.08712117373943329,-166.7707977294922,1.6629375219345093
338,208.62,58714,420.12768107000005,9,6257,0.003,0.03518243879079819,1172260,1.6817145347595215,-168.31546020507812,2.063937711715698
339,209.24,58916,420.9926028000001,9,6279,0.003,0.03681359812617302,1176300,1.5228979587554932,-164.92532348632812,1.7655439794063568
340,209.28,59095,421.2142161400001,9,6299,0.003,0.037789683789014816,1179880,2.1901488304138184,-165.76446533203125,1.8431969463825226
341,209.15,59261,421.1690965500001,9,6317,0.003,0.03721575811505318,1183200,-0.7112937569618225,-166.75192260742188,1.9158627390861511
342,209.21,59430,421.51954150000006,9,6335,0.003,0.03726651892066002,1186580,-2.065941095352173,-164.95016479492188,2.5948048532009125
343,209.34,59608,421.6640487700001,9,6354,0.003,0.03613422065973282,1190140,-1.2367013692855835,-166.17044067382812,1.8044220507144928
344,209.53,59797,421.94492767,9,6375,0.003,0.03545590862631798,1193920,0.585826575756073,-167.24688720703125,1.9547053456306458
345,209.41,59957,421.9076828,9,6392,0.003,0.03758465498685837,1197120,-1.0226645469665527,-167.52301025390625,1.9186460733413697
346,209.33,60118,422.05821696,9,6409,0.003,0.03744380548596382,1200340,-0.46890661120414734,-166.61495971679688,1.8796964764595032
347,209.47,60309,422.40437870999995,9,6430,0.003,0.03945577144622803,1204160,-0.4764290153980255,-168.61923217773438,2.2762088060379027
348,209.74,60497,422.76433474,9,6450,0.003,0.03937183693051338,1207920,-2.3755664825439453,-164.10626220703125,2.1079148769378664
349,210.14,60699,423.40568724999997,9,6471,0.003,0.03908231481909752,1211960,0.3749631941318512,-164.40109252929688,1.941086483001709
350,210.24,60860,423.68908701999993,9,6488,0.003,0.04091601446270943,1215180,1.8672398328781128,-168.43931579589844,1.6132091760635376
351,210.42,61044,423.92347484000004,9,6508,0.003,0.03983428701758385,1218860,-0.11861962080001831,-164.7270965576172,2.079900699853897
352,211.65,61232,428.44166521000005,9,6528,0.003,0.03650537133216858,1222620,0.6309707760810852,-165.7145233154297,1.6495545387268067
353,213.01,61426,432.97489582000003,9,6549,0.003,0.03438173979520798,1226500,-0.8740572333335876,-166.83705139160156,1.9380787849426269
354,213.1,61637,436.42525068999987,9,6571,0.003,0.0347929410636425,1230720,-0.5838783383369446,-163.98440551757812,2.1720071494579316
355,210.95,61800,434.43225758999995,9,6588,0.003,0.03627971187233925,1233980,0.8883917331695557,-162.9202880859375,2.237298333644867
356,210.79,61984,434.21144302999994,9,6607,0.003,0.04229797422885895,1237660,2.1453216075897217,-166.43035888671875,2.2133382201194762
357,212.04,62317,436.31612523999996,9,6642,0.003,0.03708243370056152,1244320,0.8092262148857117,-163.61312866210938,1.9016285419464112
358,212.15,62516,436.60280518,9,6663,0.003,0.03570976480841637,1248300,0.14382660388946533,-161.5948486328125,2.032514047622681
359,211.84,62683,436.21286582,9,6681,0.003,0.034919846802949905,1251640,1.7753404378890991,-155.10626220703125,2.1164984166622163
360,211.6,62854,435.8604927599999,9,6699,0.003,0.03743478283286095,1255060,0.6848080158233643,-161.25552368164062,1.872722578048706
361,211.18,63017,435.3316116799999,9,6716,0.003,0.035237979143857956,1258320,-0.23093903064727783,-162.40963745117188,1.9467820703983307
362,211.38,63190,435.5857206699999,9,6734,0.003,0.03522674739360809,1261780,-1.5355491638183594,-160.91253662109375,1.760486626625061
363,211.34,63379,435.78579496,9,6754,0.003,0.0329853855073452,1265560,0.605082631111145,-161.56442260742188,1.6903335601091385
