time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/episodes,train/actor_loss,train/ent_coef_loss,train/learning_rate,train/n_updates,train/ent_coef,train/critic_loss
35017,7636,350.13317775999997,270.43,4,168,-59978.3896484375,0.30539382845163343,0.003,698320,202.2951416015625,3838411.0375
35129,7661,351.87989568999996,271.12,4,169,-63966.265625,-0.31719368398189546,0.003,700560,197.91012878417968,3279850.9875
35251,7687,343.51685227,263.02,4,170,-66881.625390625,0.10531784519553185,0.003,703000,180.11863861083984,3216704.55
35642,7774,346.25306225,265.79,4,171,-74791.5859375,-0.6763481259346008,0.003,710820,148.62249069213868,3054910.6625
36103,7875,353.82036704999996,270.17,4,172,-73701.7046875,0.43499895855784415,0.003,720040,141.60147857666016,3137919.875
36553,7978,361.00948707,274.49,4,173,-63678.4931640625,0.15801040604710578,0.003,729040,113.47008323669434,2008528.03125
37347,8147,366.38103108999996,280.33,4,174,-50177.921484375,0.0997318796813488,0.003,744920,98.41786651611328,1688171.18125
37395,8157,366.60248675999986,280.39,4,175,-49810.05546875,-0.7649284832179546,0.003,745880,111.40063705444337,1370053.328125
37539,8190,366.2468843099999,280.17,4,176,-49823.2205078125,-0.3548085272312164,0.003,748760,118.97026672363282,1800138.79375
38089,8315,375.61170254999996,285.16,4,177,-42055.8634765625,0.06324035227298737,0.003,759760,84.52936820983886,1079966.865625
38487,8403,382.73188287000005,288.88,4,178,-44861.658203125,0.22244903445243835,0.003,767720,179.8896842956543,2782655.14375
38665,8443,383.96351251999994,289.14,4,179,-51754.0501953125,-0.09742798544466495,0.003,771280,168.64838790893555,3500078.8125
39635,8657,389.24150104999995,295.3,4,180,-56085.55078125,-0.5539385795593261,0.003,790680,222.0326126098633,3714532.6
40635,8874,396.65999367999996,304.02,4,181,-48874.662890625,-0.5051639825105667,0.003,810680,154.68485946655272,2096879.53125
41272,9011,403.9797811,309.83,4,182,-67570.38125,-0.3496503494679928,0.003,823420,125.2333553314209,2302531.1
41529,9068,404.22192296000003,310.75,4,183,-60778.9083984375,0.3926248408854008,0.003,828560,107.00623016357422,1993532.54375
42274,9231,414.87366903000003,318.06,4,184,-41489.8701171875,0.1336319126188755,0.003,843460,92.45881729125976,1250059.346875
42450,9269,417.41616404000007,319.69,4,185,-39625.6595703125,-0.13408965095877648,0.003,846980,84.39972801208496,1141794.971875
43120,9414,425.98058352,326.23,4,186,-52353.2673828125,-0.5625488601624966,0.003,860380,127.86647720336914,3105919.51875
43268,9448,429.13290483,327.55,4,187,-54003.09765625,0.25504805594682695,0.003,863340,117.08252182006837,4367206.28125
43385,9474,429.87129197,327.53,4,188,-56912.4296875,0.5094626866281032,0.003,865680,163.16261596679686,2921594.08125
43477,9496,428.12987640999995,326.14,4,189,-61396.861328125,0.6963171001523734,0.003,867520,174.5854263305664,3245230.9
43574,9516,426.86587273,323.92,4,190,-64633.173828125,-0.42494053617119787,0.003,869460,148.66111068725587,3249674.14375
43674,9538,425.3363633199999,322.37,4,191,-66463.9849609375,0.07007964104413986,0.003,871460,140.8069755554199,2946269.0
43881,9586,429.07473557,323.72,4,192,-66313.8595703125,0.12883298397064208,0.003,875600,115.69995040893555,3135329.1625
44386,9697,437.26708556,327.79,4,193,-55720.0544921875,-0.7512648165225982,0.003,885700,82.60653839111328,2528759.66875
44661,9758,439.85375210999996,329.9,4,194,-51479.50859375,0.15624699257314206,0.003,891200,120.33185691833496,2682178.7625
45661,9976,450.52114679999994,338.8,4,195,-35361.0240234375,0.6260500252246857,0.003,911200,65.59099197387695,1088525.26875
46292,10111,460.6687674699999,344.09,4,196,-31814.1083984375,0.18620487675070763,0.003,923820,71.91670799255371,1041670.084375
46709,10203,467.97136885,346.37,4,197,-26787.1203125,-0.28315380215644836,0.003,932160,49.17455368041992,757785.8390625
47709,10428,477.6339668,353.44,4,198,-25855.0556640625,0.03104225844144821,0.003,952160,53.79696788787842,607619.1890625
48637,10634,484.61607086000004,361.21,4,199,-22439.88603515625,0.2626498781144619,0.003,970720,68.20253829956054,614317.9203125
48698,10647,482.08544613,359.78,4,200,-22755.44423828125,-0.2574642915278673,0.003,971940,64.09478302001953,713234.9625
49353,10791,487.71026289,363.06,4,201,-22717.4578125,-0.2643793608993292,0.003,985040,38.93216419219971,444603.6109375
49994,10929,491.59877406999993,366.16,4,202,-20693.88818359375,-0.078664018958807,0.003,997860,42.614637184143064,556107.8609375
50524,11043,494.39066572999997,368.91,4,203,-18166.6673828125,-0.23926223143935205,0.003,1008460,35.808966064453124,306351.3125
51010,11147,498.94468614,373.25,4,204,-16249.429052734375,-0.2234524693340063,0.003,1018180,39.89906692504883,362200.38203125
51255,11201,496.62548129000004,372.23,4,205,-23291.00595703125,0.22486259713768958,0.003,1023080,97.58281478881835,1095031.353125
51578,11269,495.06700985,370.33,4,206,-38872.1369140625,0.24700561985373498,0.003,1029540,89.08213500976562,1304953.778125
51792,11317,492.8339038700001,368.43,4,207,-36096.4421875,-0.21450254395604135,0.003,1033820,53.67314395904541,1076473.409375
52216,11408,496.29207677000005,371.24,4,208,-28926.5564453125,-0.2109125591814518,0.003,1042300,46.768714141845706,637510.178125
52533,11481,497.94505606000007,373.16,4,209,-26016.69404296875,0.00020196884870529174,0.003,1048640,50.58036785125732,634822.45625
52675,11514,497.9837435200001,373.36,4,210,-24477.446484375,0.62356588691473,0.003,1051480,53.27018013000488,988094.18125
53375,11666,502.8959540000001,378.34,4,211,-30301.45009765625,-0.4943745922297239,0.003,1065480,95.19091415405273,1487712.09375
53500,11693,491.70660204000006,370.59,4,212,-32962.79072265625,0.2615057811141014,0.003,1067980,94.77346763610839,1944944.58125
54291,11864,499.59327371000006,378.16,4,213,-27960.177734375,-0.0437601612880826,0.003,1083800,58.26191787719726,841025.840625
54868,11985,500.48394311,381.18,4,214,-28230.6341796875,0.14742745012044906,0.003,1095340,71.59966125488282,893323.015625
55868,12205,512.01922998,389.85,4,215,-20560.5095703125,-0.1948918215930462,0.003,1115340,45.65732765197754,631923.8109375
56193,12272,514.96288908,392.86,4,216,-26987.67734375,-0.09941627457737923,0.003,1121840,63.10834712982178,889432.540625
56927,12427,521.56731527,398.56,4,217,-24660.80126953125,0.23636415600776672,0.003,1136520,49.7355131149292,762694.1078125
57368,12524,514.7434401300001,392.97,4,218,-27190.051171875,-0.013743545114994048,0.003,1145340,68.69507217407227,696418.8703125
58368,12745,517.2996658600001,398.94,4,219,-18837.3970703125,0.008161601424217225,0.003,1165340,41.937412643432616,478718.825
58794,12838,520.61591047,402.98,4,220,-19017.910546875,0.3213823217898607,0.003,1173860,36.7813684463501,394974.7703125
58915,12866,521.32608346,403.93,4,221,-18210.2681640625,-0.320693526044488,0.003,1176280,39.06852207183838,367592.97109375
59314,12953,524.5640244499999,407.42,4,222,-17611.03017578125,-0.011099174246191978,0.003,1184260,52.04765853881836,486620.178125
59371,12966,523.14621056,406.56,4,223,-18299.69462890625,0.39586032927036285,0.003,1185400,51.193715476989745,721397.8484375
59427,12978,517.8916257899999,402.11,4,224,-19100.3416015625,-0.18854355961084365,0.003,1186520,52.963273429870604,545505.38125
59586,13011,515.5424223599999,401.11,4,225,-22260.6263671875,0.25793900713324547,0.003,1189700,88.85769805908203,889277.6265625
59608,13015,513.4496929299999,400.09,4,226,-23132.376953125,-0.46825109869241716,0.003,1190140,93.86838874816894,1387722.5625
60446,13204,515.34929305,402.0,4,227,-32909.60107421875,-0.21423447430133818,0.003,1206900,70.86166229248047,1676257.5875
61446,13424,516.2967669799999,408.92,4,228,-50117.972265625,0.035729826986789705,0.003,1226900,111.70125885009766,2456284.06875
62446,13644,519.52742809,416.9,4,229,-44780.536328125,-0.4321108669042587,0.003,1246900,82.696728515625,2012258.175
62909,13741,515.1247013699999,411.53,4,230,-40643.6251953125,0.13086348101496698,0.003,1256160,90.81841506958008,1582329.39375
63909,13950,527.2949285699999,419.43,4,231,-34335.97890625,0.0957135483622551,0.003,1276160,67.28653411865234,1332428.25
64105,13993,525.5143187499999,417.76,4,232,-35017.5509765625,-0.01061524897813797,0.003,1280080,112.17664489746093,1995119.24375
64560,14090,529.28654827,420.93,4,233,-39143.4064453125,-0.206262693926692,0.003,1289180,73.2091278076172,1677480.7625
65560,14308,537.49284327,430.01,4,234,-33195.56767578125,-0.46460302621126176,0.003,1309180,62.79456481933594,1276491.371875
66003,14406,540.78228511,433.42,4,235,-29430.15,-0.08589441031217575,0.003,1318040,55.08934288024902,999719.096875
66181,14445,541.04395606,434.12,4,236,-26982.235546875,0.21914739906787872,0.003,1321600,52.67192134857178,1066315.990625
66353,14484,541.1776371500001,434.86,4,237,-25978.94091796875,-0.17515631392598152,0.003,1325040,57.47626934051514,1617094.78125
67353,14705,549.0538890299999,443.43,4,238,-24766.18037109375,0.014000552147626877,0.003,1345040,68.62563285827636,947956.9484375
67440,14725,539.5053269000001,437.69,4,239,-25169.15439453125,0.4162372849881649,0.003,1346780,54.97797546386719,829746.6703125
67581,14757,535.82990515,434.49,4,240,-24651.03349609375,-0.2582604791969061,0.003,1349600,49.27099552154541,650759.6140625
67813,14807,532.8712542000001,429.42,4,241,-23213.911328125,0.2133264781907201,0.003,1354240,40.15661563873291,540520.6109375
68133,14878,529.8777506900001,423.83,4,242,-18986.86435546875,-0.10730132311582566,0.003,1360640,29.057873725891113,432324.009375
68362,14928,531.3439957800001,425.75,4,243,-17050.60849609375,0.24646832123398782,0.003,1365220,44.99104995727539,515402.753125
69303,15132,540.00899727,434.7,4,244,-9794.71328125,0.5567997023463249,0.003,1384040,20.389870357513427,160663.713671875
69475,15170,541.62588119,435.99,4,245,-9687.719677734374,0.4687830416485667,0.003,1387480,27.28529052734375,179504.153515625
70226,15333,548.84423572,441.87,4,246,-7847.169921875,-0.09661693945527076,0.003,1402500,18.84857416152954,121894.170703125
71226,15552,560.2335128,451.21,4,247,-7339.614672851562,-0.09706713482737542,0.003,1422500,18.928622245788574,122518.8375
71596,15632,564.8131776499998,454.54,4,248,-9892.30888671875,0.019126471132040024,0.003,1429900,26.82187509536743,185560.0890625
72596,15843,566.5227722699998,456.55,4,249,-7461.1639404296875,-0.21423356756567954,0.003,1449900,15.915729522705078,74737.1796875
72948,15918,565.8520330099999,457.37,4,250,-9184.795751953125,0.43636128418147563,0.003,1456940,34.835758972167966,194476.42734375
73018,15934,560.7816829899999,452.35,4,251,-11286.363623046875,-0.5972849518060684,0.003,1458340,38.96433925628662,264267.95703125
73244,15980,561.56787834,453.04,4,252,-15023.81982421875,-0.33506538830697535,0.003,1462860,26.68149290084839,330661.4296875
73582,16055,562.91682677,454.7,4,253,-16368.32333984375,-0.3534131873399019,0.003,1469620,49.8509183883667,864543.1578125
73867,16117,556.5762710299999,447.55,4,254,-24849.42451171875,0.40391576141119,0.003,1475320,65.13222579956054,712691.15625
73989,16142,558.4099526499999,448.01,4,255,-29120.678125,-0.6974307082593441,0.003,1477760,101.943607711792,1040856.1375
74197,16188,557.3827357199999,443.96,4,256,-37089.158984375,0.35306894183158877,0.003,1481920,68.97226676940917,1585460.875
74806,16317,562.71441052,448.68,4,257,-30410.4462890625,0.34154641032218935,0.003,1494100,46.27696189880371,788982.9515625
75574,16481,569.0442426999999,454.6,4,258,-17962.0404296875,0.09550191611051559,0.003,1509460,22.23869619369507,268925.68984375
76574,16703,577.58514544,462.56,4,259,-8849.829345703125,-0.13868611976504325,0.003,1529460,13.474697923660278,126994.55703125
76804,16753,569.0895257899999,454.86,4,260,-7496.60322265625,0.2766322761774063,0.003,1534060,13.809683895111084,111086.5984375
76907,16775,561.30112908,450.01,4,261,-7207.0941162109375,-0.08102676831185818,0.003,1536120,11.540096807479859,98556.9880859375
77046,16807,557.57797714,445.14,4,262,-6614.6092529296875,-0.17564772740006446,0.003,1538900,11.247010040283204,82555.9171875
78046,17027,562.1875876400001,448.25,4,263,-11709.82763671875,0.20458265952765942,0.003,1558900,19.358077621459962,191049.119140625
78649,17157,558.2222033900001,444.28,4,264,-12110.2546875,-0.20185174494981767,0.003,1570960,26.35737829208374,193688.41171875
79649,17374,562.69095321,449.25,4,265,-16652.141162109376,-0.08050648383796215,0.003,1590960,28.40058355331421,230796.4640625
80580,17582,572.00529187,457.71,4,266,-16339.962158203125,-0.01209165621548891,0.003,1609580,43.159133720397946,293152.76796875
81580,17801,580.37081803,466.81,4,267,-14250.2197265625,0.19458406791090965,0.003,1629580,20.112715244293213,132814.320703125
82580,18020,588.3331489799999,475.63,4,268,-8329.838916015626,0.16617096439003945,0.003,1649580,11.212104988098144,56667.933984375
83580,18235,600.96339758,484.51,4,269,-7279.597192382813,-0.12646356616169213,0.003,1669580,10.107079648971558,68942.03037109374
83707,18264,600.45544217,484.56,4,270,-6811.246728515625,0.03382973168045282,0.003,1672120,8.305260848999023,38706.19638671875
84707,18481,607.2041237000001,490.65,4,271,-3228.55947265625,-0.14127240385860204,0.003,1692120,3.3357657909393312,6996.927734375
85276,18608,605.36460683,491.73,4,272,-2516.397900390625,0.05147771127521992,0.003,1703500,5.568942737579346,9290.356323242188
85444,18646,599.9890240699999,488.91,4,273,-2637.607531738281,0.2502824392169714,0.003,1706860,5.53929877281189,8035.121240234375
86411,18858,601.35734029,490.64,4,274,-1554.7392150878907,-0.06717454735189676,0.003,1726200,2.531659495830536,3216.37783203125
86834,18951,606.20093608,494.39,4,275,-2075.2561279296874,0.14433306064456702,0.003,1734660,3.1839765310287476,4028.4443481445314
87834,19175,614.09596307,502.95,4,276,-1373.4149353027344,-0.06152863679453731,0.003,1754660,1.5166321277618409,1956.343701171875
88834,19395,614.06763278,507.45,4,277,-836.9932281494141,-0.04297270402312279,0.003,1774660,0.6430632770061493,360.4253547668457
89703,19584,616.24194321,512.16,4,278,-613.2473358154297,0.05417075539007783,0.003,1792040,1.8745888113975524,1074.062353515625
89821,19611,614.38979867,511.56,4,279,-683.3482025146484,-0.020070528611540794,0.003,1794400,1.4998922765254974,797.0699584960937
90204,19698,608.4155059500001,505.69,4,280,-668.6936614990234,-0.006398944510146975,0.003,1802060,0.6991207063198089,419.8282806396484
91204,19919,608.1529389,505.69,4,281,-384.75066528320315,0.22738793604075908,0.003,1822060,0.2732490420341492,153.22596969604493
91784,20044,606.1174901700001,505.12,4,282,-304.65601959228513,0.015637484006583692,0.003,1833660,0.4087447375059128,172.71774139404297
92283,20152,608.1862449200001,507.54,4,283,-470.09301910400393,0.0024058800132479518,0.003,1843640,1.0295968174934387,463.8566604614258
92384,20174,598.65720168,501.1,4,284,-500.5372970581055,-0.007620456709992141,0.003,1845660,1.0689384281635284,491.1152877807617
92467,20193,597.1290692599999,500.17,4,285,-513.9711898803711,-0.0006010172655805945,0.003,1847320,1.0301595151424408,380.1278930664063
92586,20220,589.8669212099999,494.66,4,286,-535.1307861328125,-0.004413305467460304,0.003,1849700,0.9255513459444046,369.3283233642578
92657,20235,587.19735651,493.89,4,287,-536.9714385986329,0.026580851536709815,0.003,1851120,0.8494619131088257,327.5439788818359
92904,20289,587.4230638600001,495.19,4,288,-504.64203186035155,-0.10564589863643051,0.003,1856060,0.5010027155280113,241.8897789001465
93904,20498,596.7525536400001,504.27,4,289,-314.0838394165039,-0.48298577070236204,0.003,1876060,0.2063759371638298,179.10287561416627
94409,20607,603.44006472,508.35,4,290,-251.80204849243165,0.08070887885987758,0.003,1886160,0.1932310052216053,68.8819052696228
94562,20640,604.83062414,508.88,4,291,-246.57604370117187,-0.03361580800265074,0.003,1889220,0.2852964401245117,68.91019706726074
94709,20673,602.78877404,508.28,4,292,-254.34395065307618,0.06667106924578547,0.003,1892160,0.24548662826418877,75.91219396591187
95695,20888,605.54000135,513.09,4,293,-185.8858627319336,0.10973697807639837,0.003,1911880,0.1180845782160759,22.544031381607056
95815,20914,604.43368802,511.54,4,294,-183.14304275512694,-0.3158010633662343,0.003,1914280,0.14431574642658235,30.462958335876465
95932,20940,594.25510574,502.71,4,295,-183.60417098999022,0.6523008372634649,0.003,1916620,0.18343894481658934,36.40671198368072
96077,20973,585.66646147,497.85,4,296,-185.22424850463867,-0.08234910517930985,0.003,1919520,0.20858390033245086,39.069157886505124
96232,21006,579.52894775,495.23,4,297,-186.61746215820312,0.13779671490192413,0.003,1922620,0.16345249712467194,15.357778882980346
96420,21047,569.5330513399999,487.11,4,298,-183.84588012695312,0.43432898819446564,0.003,1926380,0.1501942403614521,13.784100127220153
96637,21093,564.90682362,480.0,4,299,-177.52555618286132,0.33580260947346685,0.003,1930720,0.13871580734848976,18.13480932712555
96844,21135,569.35716193,481.46,4,300,-173.5696922302246,-0.21778052300214767,0.003,1934860,0.13535476475954056,17.890366888046266
97028,21173,563.6106982,476.75,4,301,-172.38317642211913,-0.1813180588185787,0.003,1938540,0.1318754531443119,9.76800479888916
97192,21209,559.0213229999999,471.98,4,302,-170.88831024169923,0.4979502148926258,0.003,1941820,0.11525150537490844,10.157277011871338
97410,21254,558.5981216499999,468.86,4,303,-169.3453514099121,0.03537976816296577,0.003,1946180,0.12986832559108735,15.507155704498292
98224,21432,573.81291761,472.14,4,304,-169.6580497741699,-0.2528940873220563,0.003,1962460,0.13722548857331276,11.31613335609436
98526,21498,578.4937903,472.71,4,305,-169.38893356323243,0.11639036610722542,0.003,1968500,0.13005213737487792,13.694228100776673
98835,21566,582.44834069,472.57,4,306,-167.54548416137695,0.4889811370521784,0.003,1974680,0.12271483540534973,11.696916997432709
99027,21607,583.26776098,472.35,4,307,-166.96914291381836,-0.10142525527626275,0.003,1978520,0.13092344477772713,15.006034541130067
99150,21634,579.90050277,469.34,4,308,-168.71021270751953,0.08701265938580036,0.003,1980980,0.12895563021302223,16.769492053985594
99268,21658,578.3774973399999,467.35,4,309,-169.40172576904297,-0.07721066139638424,0.003,1983340,0.1290595591068268,13.39584286212921
99701,21754,586.87736363,470.26,4,310,-172.09499969482422,-0.09052401278167962,0.003,1992000,0.1299376130104065,8.67243583202362
100158,21854,589.68943065,467.83,4,311,-173.50505981445312,-0.12325834445655345,0.003,2001140,0.15599117949604988,9.665440285205841
100932,22023,607.62889415,474.32,4,312,-173.22733383178712,0.39579277895390985,0.003,2016620,0.12740366980433465,12.09800672531128
101378,22122,611.22370053,470.87,4,313,-270.8906997680664,-0.03189400294795632,0.003,2025540,0.43771368861198423,44.61091556549072
102378,22342,615.62716655,475.1,4,314,-211.08311386108397,-0.21656265184283258,0.003,2045540,0.14223308935761453,19.91657085418701
103378,22558,618.89803579,475.1,4,315,-182.81466903686524,0.33308358043432235,0.003,2065540,0.1314610496163368,14.60150442123413
104083,22712,632.04590895,478.9,4,316,-182.95831756591798,-0.13803425375372172,0.003,2079640,0.11569260992109776,9.60641634464264
104212,22740,625.5240876900001,472.85,4,317,-178.94635543823242,0.6325794968754053,0.003,2082220,0.10083267651498318,9.297531700134277
104803,22864,633.7823642,474.35,4,318,-181.8661315917969,-0.1454166851937771,0.003,2094040,0.13941755816340445,10.508892011642455
105803,23080,649.91567502,474.35,4,319,-181.32733154296875,0.2438329430297017,0.003,2114040,0.12207410521805287,8.366317141056062
106799,23301,673.1235966000002,480.05,4,320,-173.85107192993163,0.2495471004396677,0.003,2133960,0.08237325586378574,6.369016253948212
107799,23516,696.9376634299999,488.84,4,321,-178.0033042907715,-0.11397728137671947,0.003,2153960,0.15462254360318184,10.741806888580323
107929,23546,696.82814282,486.15,4,322,-180.06550979614258,0.04778476729989052,0.003,2156560,0.16307900100946426,14.551801633834838
108050,23574,699.61835967,486.79,4,323,-183.33099212646485,-0.09419563226401806,0.003,2158980,0.2284531958401203,20.07572193145752
108177,23601,702.69105863,487.5,4,324,-189.74852600097657,0.30458483267575504,0.003,2161520,0.21236621141433715,15.497679567337036
108340,23637,705.45593823,487.54,4,325,-187.92053985595703,0.023701279051601888,0.003,2164780,0.16398149803280831,18.90809283256531
108387,23648,706.1060685200001,487.79,4,326,-185.45265045166016,-0.047998752631247046,0.003,2165720,0.16348991841077803,16.1003356218338
109387,23863,713.25354009,489.41,4,327,-170.99934921264648,0.06934776604175567,0.003,2185720,0.10483134128153324,7.68971357345581
110387,24083,732.0079843899999,489.41,4,328,-176.36444168090821,-0.8106786191463471,0.003,2205720,0.15225091949105263,13.061346983909607
110804,24173,735.3214459499999,483.58,4,329,-181.63821716308593,-0.26272469721734526,0.003,2214060,0.1262594822794199,8.423378360271453
111804,24394,757.1950544599999,488.95,4,330,-188.67758331298828,-0.08717720322310925,0.003,2234060,0.14124926626682283,6.494995021820069
112804,24615,772.3662813899999,488.95,4,331,-193.0799247741699,0.22021736055612565,0.003,2254060,0.12315561287105084,8.912719774246217
113804,24827,798.0022619300001,496.99,4,332,-194.06696853637695,0.26867550984025,0.003,2274060,0.12180262319743633,10.274532461166382
114436,24960,810.3739362499999,498.76,4,333,-194.011328125,0.1416173769161105,0.003,2286700,0.1365298166871071,13.322241735458373
114894,25063,814.6007559099999,493.34,4,334,-196.73102111816405,0.1911461368203163,0.003,2295860,0.13351991027593613,15.85486946105957
115894,25282,838.35385309,498.91,4,335,-200.85754852294923,-0.054216832295060156,0.003,2315860,0.14965434595942498,8.669315075874328
116270,25365,846.18210072,500.89,4,336,-200.5496032714844,0.15882279202342034,0.003,2323380,0.12063277214765548,8.579823887348175
117270,25585,872.44127703,509.17,4,337,-198.92756118774415,0.34632830023765565,0.003,2343380,0.1263238772749901,9.69316246509552
118270,25805,889.9396420200002,509.17,4,338,-196.2408576965332,0.2911250589415431,0.003,2363380,0.1364719122648239,15.262846612930298
